origen,destino,salida_utc,llegada_utc,capacidad,asignado,residual
"OERK","OMDB","2025-09-15T21:57:00Z","2025-09-16T00:06:00Z",340,0,340
"EDDI","OOMS","2025-09-15T16:51:00Z","2025-09-16T00:07:00Z",360,0,360
"LBSF","EBCI","2025-09-15T20:00:00Z","2025-09-16T00:09:00Z",300,0,300
"OERK","OSDI","2025-09-15T21:24:00Z","2025-09-16T00:09:00Z",360,0,360
"SEQM","SABE","2025-09-15T17:44:00Z","2025-09-16T00:09:00Z",320,0,320
"OPKC","EHAM","2025-09-15T15:31:00Z","2025-09-16T00:11:00Z",300,0,300
"OYSN","EHAM","2025-09-15T16:22:00Z","2025-09-16T00:11:00Z",360,0,360
"SGAS","SBBR","2025-09-15T21:19:00Z","2025-09-16T00:14:00Z",300,0,300
"SGAS","SCEL","2025-09-15T21:20:00Z","2025-09-16T00:16:00Z",340,0,340
"OYSN","OJAI","2025-09-15T20:46:00Z","2025-09-16T00:17:00Z",320,0,320
"UMMS","UBBB","2025-09-15T20:31:00Z","2025-09-16T00:17:00Z",300,0,300
"EDDI","OYSN","2025-09-15T16:05:00Z","2025-09-16T00:18:00Z",320,0,320
"SLLP","SGAS","2025-09-15T21:26:00Z","2025-09-16T00:20:00Z",300,0,300
"VIDP","OJAI","2025-09-15T17:15:00Z","2025-09-16T00:21:00Z",320,0,320
"SKBO","SABE","2025-09-15T17:41:00Z","2025-09-16T00:24:00Z",360,0,360
"LBSF","OMDB","2025-09-15T18:04:00Z","2025-09-16T00:27:00Z",360,0,360
"OSDI","LKPR","2025-09-15T19:10:00Z","2025-09-16T00:27:00Z",360,0,360
"EDDI","LATI","2025-09-15T21:50:00Z","2025-09-16T00:28:00Z",320,0,320
"SBBR","SKBO","2025-09-15T18:53:00Z","2025-09-16T00:28:00Z",360,0,360
"SPIM","SLLP","2025-09-15T21:09:00Z","2025-09-16T00:29:00Z",300,0,300
"OERK","LOWW","2025-09-15T18:47:00Z","2025-09-16T00:30:00Z",300,0,300
"OERK","OAKB","2025-09-15T19:24:00Z","2025-09-16T00:31:00Z",360,0,360
"OSDI","LOWW","2025-09-15T20:33:00Z","2025-09-16T00:31:00Z",300,0,300
"EBCI","OAKB","2025-09-15T16:40:00Z","2025-09-16T00:32:00Z",300,0,300
"EHAM","LKPR","2025-09-15T22:37:00Z","2025-09-16T00:32:00Z",320,0,320
"OERK","VIDP","2025-09-15T19:37:00Z","2025-09-16T00:32:00Z",360,0,360
"OOMS","UMMS","2025-09-15T17:18:00Z","2025-09-16T00:34:00Z",360,0,360
"UBBB","VIDP","2025-09-15T19:03:00Z","2025-09-16T00:34:00Z",320,83,237
"SABE","SLLP","2025-09-15T20:47:00Z","2025-09-16T00:35:00Z",300,0,300
"LDZA","LKPR","2025-09-15T22:53:00Z","2025-09-16T00:36:00Z",300,0,300
"OMDB","OERK","2025-09-15T21:27:00Z","2025-09-16T00:36:00Z",340,0,340
"SEQM","SCEL","2025-09-15T18:52:00Z","2025-09-16T00:36:00Z",300,0,300
"LBSF","OJAI","2025-09-15T20:39:00Z","2025-09-16T00:41:00Z",360,0,360
"VIDP","OYSN","2025-09-15T18:03:00Z","2025-09-16T00:41:00Z",340,0,340
"SLLP","SVMI","2025-09-15T19:04:00Z","2025-09-16T00:42:00Z",300,0,300
"UBBB","OOMS","2025-09-15T20:10:00Z","2025-09-16T00:43:00Z",360,0,360
"EKCH","VIDP","2025-09-15T15:21:00Z","2025-09-16T00:47:00Z",300,0,300
"EBCI","VIDP","2025-09-15T14:39:00Z","2025-09-16T00:48:00Z",340,0,340
"OPKC","OSDI","2025-09-15T19:49:00Z","2025-09-16T00:48:00Z",360,0,360
"OSDI","OAKB","2025-09-15T19:58:00Z","2025-09-16T00:48:00Z",320,0,320
"OJAI","LBSF","2025-09-15T20:47:00Z","2025-09-16T00:49:00Z",360,0,360
"OOMS","EKCH","2025-09-15T16:18:00Z","2025-09-16T00:49:00Z",320,0,320
"SLLP","SEQM","2025-09-15T20:12:00Z","2025-09-16T00:49:00Z",320,0,320
"UMMS","VIDP","2025-09-15T16:43:00Z","2025-09-16T00:49:00Z",320,0,320
"LATI","VIDP","2025-09-15T16:02:00Z","2025-09-16T00:50:00Z",360,0,360
"OAKB","OPKC","2025-09-15T21:26:00Z","2025-09-16T00:51:00Z",300,0,300
"OAKB","OYSN","2025-09-15T18:46:00Z","2025-09-16T00:53:00Z",320,0,320
"EBCI","LOWW","2025-09-15T21:46:00Z","2025-09-16T00:54:00Z",320,0,320
"OSDI","LBSF","2025-09-15T21:00:00Z","2025-09-16T00:54:00Z",300,0,300
"EHAM","OYSN","2025-09-15T16:06:00Z","2025-09-16T00:55:00Z",360,0,360
"LKPR","OAKB","2025-09-15T17:56:00Z","2025-09-16T00:55:00Z",340,0,340
"EHAM","VIDP","2025-09-15T14:49:00Z","2025-09-16T00:56:00Z",320,0,320
"OYSN","LKPR","2025-09-15T17:00:00Z","2025-09-16T00:57:00Z",340,0,340
"SLLP","SBBR","2025-09-15T20:07:00Z","2025-09-16T00:57:00Z",360,0,360
"UBBB","EBCI","2025-09-15T18:17:00Z","2025-09-16T00:57:00Z",360,0,360
"EDDI","LDZA","2025-09-15T21:58:00Z","2025-09-16T00:59:00Z",300,0,300
"SLLP","SCEL","2025-09-15T20:36:00Z","2025-09-16T00:59:00Z",340,0,340
"SBBR","SGAS","2025-09-15T22:05:00Z","2025-09-16T01:00:00Z",360,0,360
"OPKC","LKPR","2025-09-15T17:16:00Z","2025-09-16T01:01:00Z",300,0,300
"OSDI","LATI","2025-09-15T21:50:00Z","2025-09-16T01:01:00Z",300,0,300
"LATI","UBBB","2025-09-15T20:45:00Z","2025-09-16T01:02:00Z",300,0,300
"OOMS","EDDI","2025-09-15T17:46:00Z","2025-09-16T01:02:00Z",360,0,360
"SABE","SBBR","2025-09-15T21:06:00Z","2025-09-16T01:05:00Z",360,0,360
"SVMI","SGAS","2025-09-15T18:03:00Z","2025-09-16T01:05:00Z",300,0,300
"OYSN","LATI","2025-09-15T19:22:00Z","2025-09-16T01:06:00Z",360,0,360
"EKCH","OPKC","2025-09-15T16:02:00Z","2025-09-16T01:07:00Z",320,0,320
"LOWW","EHAM","2025-09-15T22:55:00Z","2025-09-16T01:07:00Z",360,0,360
"OSDI","UBBB","2025-09-15T22:16:00Z","2025-09-16T01:07:00Z",300,0,300
"UMMS","OOMS","2025-09-15T18:51:00Z","2025-09-16T01:07:00Z",360,0,360
"OSDI","EBCI","2025-09-15T19:06:00Z","2025-09-16T01:09:00Z",340,0,340
"SUAA","SBBR","2025-09-15T21:16:00Z","2025-09-16T01:09:00Z",320,0,320
"OPKC","OERK","2025-09-15T21:30:00Z","2025-09-16T01:10:00Z",360,0,360
"SUAA","SLLP","2025-09-15T21:14:00Z","2025-09-16T01:10:00Z",320,0,320
"OOMS","OPKC","2025-09-15T22:04:00Z","2025-09-16T01:13:00Z",360,0,360
"OJAI","OAKB","2025-09-15T19:14:00Z","2025-09-16T01:14:00Z",340,0,340
"LKPR","OYSN","2025-09-15T18:19:00Z","2025-09-16T01:16:00Z",300,0,300
"EBCI","OYSN","2025-09-15T17:38:00Z","2025-09-16T01:17:00Z",300,0,300
"LKPR","EDDI","2025-09-15T23:00:00Z","2025-09-16T01:17:00Z",300,0,300
"OSDI","UMMS","2025-09-15T21:24:00Z","2025-09-16T01:18:00Z",300,0,300
"EBCI","UMMS","2025-09-15T21:13:00Z","2025-09-16T01:20:00Z",340,0,340
"EKCH","LATI","2025-09-15T21:17:00Z","2025-09-16T01:20:00Z",320,0,320
"LBSF","UMMS","2025-09-15T22:44:00Z","2025-09-16T01:20:00Z",340,0,340
"VIDP","LDZA","2025-09-15T16:16:00Z","2025-09-16T01:20:00Z",320,0,320
"EKCH","OERK","2025-09-15T18:47:00Z","2025-09-16T01:21:00Z",360,0,360
"SBBR","SLLP","2025-09-15T21:31:00Z","2025-09-16T01:21:00Z",320,0,320
"OAKB","EKCH","2025-09-15T17:12:00Z","2025-09-16T01:22:00Z",300,0,300
"SVMI","SBBR","2025-09-15T19:00:00Z","2025-09-16T01:22:00Z",360,0,360
"EHAM","LBSF","2025-09-15T21:11:00Z","2025-09-16T01:27:00Z",360,0,360
"SCEL","SBBR","2025-09-15T20:38:00Z","2025-09-16T01:29:00Z",360,0,360
"EKCH","LKPR","2025-09-15T23:47:00Z","2025-09-16T01:30:00Z",340,0,340
"LOWW","LDZA","2025-09-15T23:05:00Z","2025-09-16T01:30:00Z",320,0,320
"LKPR","OMDB","2025-09-15T18:54:00Z","2025-09-16T01:31:00Z",320,0,320
"EKCH","UMMS","2025-09-15T22:12:00Z","2025-09-16T01:32:00Z",320,0,320
"LOWW","VIDP","2025-09-15T16:28:00Z","2025-09-16T01:32:00Z",360,0,360
"UBBB","LDZA","2025-09-15T20:00:00Z","2025-09-16T01:32:00Z",320,0,320
"LOWW","OJAI","2025-09-15T20:26:00Z","2025-09-16T01:33:00Z",300,0,300
"SGAS","SCEL","2025-09-15T22:37:00Z","2025-09-16T01:33:00Z",340,0,340
"OSDI","OOMS","2025-09-15T20:33:00Z","2025-09-16T01:35:00Z",320,0,320
"SGAS","SBBR","2025-09-15T22:40:00Z","2025-09-16T01:35:00Z",300,0,300
"UMMS","EBCI","2025-09-15T21:29:00Z","2025-09-16T01:36:00Z",360,0,360
"OMDB","EHAM","2025-09-15T17:06:00Z","2025-09-16T01:39:00Z",320,0,320
"OMDB","EKCH","2025-09-15T17:37:00Z","2025-09-16T01:41:00Z",360,0,360
"UMMS","OPKC","2025-09-15T18:55:00Z","2025-09-16T01:41:00Z",300,0,300
"VIDP","EKCH","2025-09-15T16:16:00Z","2025-09-16T01:42:00Z",360,0,360
"SCEL","SUAA","2025-09-15T22:05:00Z","2025-09-16T01:43:00Z",300,0,300
"SEQM","SUAA","2025-09-15T18:10:00Z","2025-09-16T01:43:00Z",360,0,360
"EKCH","OJAI","2025-09-15T19:41:00Z","2025-09-16T01:44:00Z",320,0,320
"OJAI","OYSN","2025-09-15T21:13:00Z","2025-09-16T01:44:00Z",320,0,320
"OMDB","VIDP","2025-09-15T21:58:00Z","2025-09-16T01:44:00Z",320,0,320
"LATI","LOWW","2025-09-15T22:44:00Z","2025-09-16T01:45:00Z",360,0,360
"OSDI","EKCH","2025-09-15T20:53:00Z","2025-09-16T01:45:00Z",300,0,300
"SGAS","SUAA","2025-09-15T22:32:00Z","2025-09-16T01:47:00Z",360,0,360
"LBSF","OERK","2025-09-15T20:08:00Z","2025-09-16T01:48:00Z",300,0,300
"OYSN","EBCI","2025-09-15T17:09:00Z","2025-09-16T01:48:00Z",300,0,300
"OSDI","VIDP","2025-09-15T19:52:00Z","2025-09-16T01:49:00Z",300,0,300
"UBBB","OSDI","2025-09-15T22:00:00Z","2025-09-16T01:51:00Z",340,0,340
"SPIM","SEQM","2025-09-15T22:11:00Z","2025-09-16T01:52:00Z",300,0,300
"SCEL","SKBO","2025-09-15T18:41:00Z","2025-09-16T01:53:00Z",360,0,360
"SGAS","SABE","2025-09-15T22:38:00Z","2025-09-16T01:53:00Z",300,0,300
"UMMS","LOWW","2025-09-15T22:37:00Z","2025-09-16T01:53:00Z",320,0,320
"LKPR","OJAI","2025-09-15T20:28:00Z","2025-09-16T01:54:00Z",360,0,360
"SUAA","SEQM","2025-09-15T18:21:00Z","2025-09-16T01:54:00Z",360,0,360
"OJAI","EHAM","2025-09-15T19:36:00Z","2025-09-16T01:55:00Z",320,0,320
"SPIM","SABE","2025-09-15T20:03:00Z","2025-09-16T01:57:00Z",340,0,340
"EBCI","OPKC","2025-09-15T16:19:00Z","2025-09-16T01:58:00Z",300,50,250
"LBSF","VIDP","2025-09-15T17:37:00Z","2025-09-16T01:59:00Z",360,0,360
"EDDI","OSDI","2025-09-15T21:29:00Z","2025-09-16T02:00:00Z",340,0,340
"OPKC","LOWW","2025-09-15T18:29:00Z","2025-09-16T02:00:00Z",320,0,320
"OJAI","OERK","2025-09-15T23:22:00Z","2025-09-16T02:02:00Z",300,0,300
"EHAM","OAKB","2025-09-15T18:12:00Z","2025-09-16T02:03:00Z",340,0,340
"EBCI","LOWW","2025-09-15T23:56:00Z","2025-09-16T02:04:00Z",360,0,360
"VIDP","EBCI","2025-09-15T16:56:00Z","2025-09-16T02:05:00Z",340,0,340
"OOMS","UBBB","2025-09-15T22:33:00Z","2025-09-16T02:06:00Z",340,0,340
"EHAM","UMMS","2025-09-15T22:09:00Z","2025-09-16T02:11:00Z",300,0,300
"UBBB","EHAM","2025-09-15T20:30:00Z","2025-09-16T02:11:00Z",360,0,360
"EBCI","OJAI","2025-09-15T20:01:00Z","2025-09-16T02:12:00Z",340,0,340
"OERK","OPKC","2025-09-15T22:32:00Z","2025-09-16T02:12:00Z",300,0,300
"LOWW","OMDB","2025-09-15T19:52:00Z","2025-09-16T02:13:00Z",300,0,300
"LDZA","UMMS","2025-09-15T23:41:00Z","2025-09-16T02:14:00Z",320,0,320
"OERK","EKCH","2025-09-15T19:40:00Z","2025-09-16T02:14:00Z",340,0,340
"LBSF","OYSN","2025-09-15T20:43:00Z","2025-09-16T02:15:00Z",340,0,340
"EHAM","EBCI","2025-09-16T00:00:00Z","2025-09-16T02:16:00Z",300,0,300
"LATI","OERK","2025-09-15T21:22:00Z","2025-09-16T02:18:00Z",300,0,300
"SVMI","EKCH","2025-09-15T14:50:00Z","2025-09-16T02:19:00Z",360,0,360
"EHAM","LBSF","2025-09-15T22:04:00Z","2025-09-16T02:20:00Z",340,0,340
"EHAM","LDZA","2025-09-15T23:52:00Z","2025-09-16T02:20:00Z",320,0,320
"EKCH","LBSF","2025-09-15T22:18:00Z","2025-09-16T02:22:00Z",360,0,360
"LATI","OAKB","2025-09-15T19:49:00Z","2025-09-16T02:22:00Z",320,0,320
"LKPR","OERK","2025-09-15T19:21:00Z","2025-09-16T02:22:00Z",340,0,340
"OERK","UMMS","2025-09-15T20:54:00Z","2025-09-16T02:22:00Z",300,0,300
"OYSN","VIDP","2025-09-15T20:46:00Z","2025-09-16T02:24:00Z",320,0,320
"SVMI","SEQM","2025-09-15T22:14:00Z","2025-09-16T02:24:00Z",360,0,360
"VIDP","OMDB","2025-09-15T22:38:00Z","2025-09-16T02:24:00Z",300,0,300
"LOWW","OYSN","2025-09-15T19:47:00Z","2025-09-16T02:25:00Z",360,0,360
"SPIM","SLLP","2025-09-15T23:05:00Z","2025-09-16T02:25:00Z",320,0,320
"SVMI","SCEL","2025-09-15T18:23:00Z","2025-09-16T02:25:00Z",300,0,300
"LATI","LKPR","2025-09-15T23:05:00Z","2025-09-16T02:26:00Z",300,0,300
"UMMS","EDDI","2025-09-15T23:14:00Z","2025-09-16T02:30:00Z",340,0,340
"OYSN","OPKC","2025-09-15T21:15:00Z","2025-09-16T02:31:00Z",300,0,300
"SUAA","SABE","2025-09-16T00:18:00Z","2025-09-16T02:31:00Z",360,0,360
"EHAM","LATI","2025-09-15T22:28:00Z","2025-09-16T02:34:00Z",320,0,320
"LDZA","OERK","2025-09-15T20:05:00Z","2025-09-16T02:34:00Z",300,0,300
"OMDB","OJAI","2025-09-15T22:58:00Z","2025-09-16T02:34:00Z",300,0,300
"OJAI","OMDB","2025-09-15T22:00:00Z","2025-09-16T02:36:00Z",320,0,320
"UBBB","OAKB","2025-09-15T22:24:00Z","2025-09-16T02:40:00Z",320,0,320
"EKCH","OSDI","2025-09-15T21:49:00Z","2025-09-16T02:41:00Z",320,0,320
"SVMI","EBCI","2025-09-15T15:58:00Z","2025-09-16T02:41:00Z",320,0,320
"OAKB","VIDP","2025-09-15T23:26:00Z","2025-09-16T02:42:00Z",300,0,300
"SEQM","SKBO","2025-09-16T00:55:00Z","2025-09-16T02:42:00Z",360,0,360
"LBSF","EHAM","2025-09-15T22:27:00Z","2025-09-16T02:43:00Z",300,0,300
"LBSF","LATI","2025-09-16T00:17:00Z","2025-09-16T02:43:00Z",300,0,300
"LATI","LBSF","2025-09-16T00:20:00Z","2025-09-16T02:46:00Z",300,0,300
"SCEL","SPIM","2025-09-15T21:42:00Z","2025-09-16T02:46:00Z",360,0,360
"OMDB","OOMS","2025-09-16T00:19:00Z","2025-09-16T02:47:00Z",300,0,300
"OYSN","OJAI","2025-09-15T22:16:00Z","2025-09-16T02:47:00Z",320,0,320
"VIDP","OSDI","2025-09-15T20:50:00Z","2025-09-16T02:47:00Z",300,0,300
"EDDI","UBBB","2025-09-15T21:54:00Z","2025-09-16T02:48:00Z",340,0,340
"SKBO","SEQM","2025-09-16T00:01:00Z","2025-09-16T02:48:00Z",340,0,340
"SVMI","SUAA","2025-09-15T18:31:00Z","2025-09-16T02:48:00Z",360,0,360
"LOWW","UBBB","2025-09-15T21:15:00Z","2025-09-16T02:49:00Z",300,0,300
"UBBB","OERK","2025-09-15T22:32:00Z","2025-09-16T02:49:00Z",340,0,340
"LOWW","UMMS","2025-09-15T23:34:00Z","2025-09-16T02:50:00Z",300,0,300
"OPKC","LATI","2025-09-15T18:47:00Z","2025-09-16T02:50:00Z",340,0,340
"SABE","SGAS","2025-09-15T23:35:00Z","2025-09-16T02:50:00Z",340,0,340
"EKCH","UBBB","2025-09-15T20:46:00Z","2025-09-16T02:51:00Z",320,0,320
"EBCI","VIDP","2025-09-15T16:43:00Z","2025-09-16T02:52:00Z",320,0,320
"UBBB","OPKC","2025-09-15T21:53:00Z","2025-09-16T02:53:00Z",340,0,340
"LKPR","UBBB","2025-09-15T21:08:00Z","2025-09-16T02:54:00Z",360,0,360
"SKBO","SCEL","2025-09-15T19:42:00Z","2025-09-16T02:54:00Z",320,0,320
"EHAM","OPKC","2025-09-15T17:18:00Z","2025-09-16T02:58:00Z",320,0,320
"LATI","OMDB","2025-09-15T20:14:00Z","2025-09-16T02:58:00Z",340,0,340
"OERK","VIDP","2025-09-15T21:04:00Z","2025-09-16T02:59:00Z",300,0,300
"OSDI","OMDB","2025-09-15T22:25:00Z","2025-09-16T02:59:00Z",340,0,340
"SPIM","SUAA","2025-09-15T20:55:00Z","2025-09-16T02:59:00Z",340,84,256
"SVMI","EHAM","2025-09-15T16:14:00Z","2025-09-16T03:00:00Z",360,0,360
"EDDI","OMDB","2025-09-15T20:12:00Z","2025-09-16T03:01:00Z",360,0,360
"EHAM","SBBR","2025-09-15T14:48:00Z","2025-09-16T03:01:00Z",340,0,340
"LDZA","EDDI","2025-09-16T00:00:00Z","2025-09-16T03:01:00Z",340,0,340
"OMDB","LBSF","2025-09-15T21:38:00Z","2025-09-16T03:01:00Z",360,0,360
"OMDB","LDZA","2025-09-15T20:49:00Z","2025-09-16T03:01:00Z",340,0,340
"OPKC","LATI","2025-09-15T19:58:00Z","2025-09-16T03:01:00Z",360,0,360
"EKCH","LOWW","2025-09-16T00:01:00Z","2025-09-16T03:03:00Z",300,0,300
"LDZA","UBBB","2025-09-15T22:31:00Z","2025-09-16T03:03:00Z",340,0,340
"LOWW","OSDI","2025-09-15T23:05:00Z","2025-09-16T03:03:00Z",300,0,300
"EBCI","EHAM","2025-09-16T01:48:00Z","2025-09-16T03:04:00Z",360,0,360
"LDZA","VIDP","2025-09-15T18:00:00Z","2025-09-16T03:04:00Z",340,0,340
"OERK","EBCI","2025-09-15T20:15:00Z","2025-09-16T03:04:00Z",360,0,360
"EKCH","LATI","2025-09-15T23:02:00Z","2025-09-16T03:05:00Z",340,0,340
"EBCI","UBBB","2025-09-15T21:27:00Z","2025-09-16T03:07:00Z",300,0,300
"LATI","OYSN","2025-09-15T21:24:00Z","2025-09-16T03:08:00Z",320,0,320
"EKCH","LDZA","2025-09-16T00:44:00Z","2025-09-16T03:10:00Z",320,0,320
"LDZA","OSDI","2025-09-15T23:26:00Z","2025-09-16T03:10:00Z",300,0,300
"OAKB","LDZA","2025-09-15T20:22:00Z","2025-09-16T03:10:00Z",320,0,320
"OPKC","LKPR","2025-09-15T19:25:00Z","2025-09-16T03:10:00Z",360,0,360
"EKCH","OMDB","2025-09-15T19:07:00Z","2025-09-16T03:11:00Z",360,0,360
"EHAM","OJAI","2025-09-15T21:53:00Z","2025-09-16T03:12:00Z",300,0,300
"OOMS","OSDI","2025-09-15T22:10:00Z","2025-09-16T03:12:00Z",300,0,300
"OPKC","OYSN","2025-09-15T22:56:00Z","2025-09-16T03:12:00Z",300,0,300
"LBSF","LDZA","2025-09-16T01:25:00Z","2025-09-16T03:14:00Z",340,0,340
"OAKB","OERK","2025-09-15T22:08:00Z","2025-09-16T03:15:00Z",320,0,320
"EHAM","LOWW","2025-09-16T00:05:00Z","2025-09-16T03:17:00Z",320,0,320
"EDDI","SVMI","2025-09-15T15:47:00Z","2025-09-16T03:19:00Z",340,0,340
"LATI","EDDI","2025-09-16T00:41:00Z","2025-09-16T03:19:00Z",360,0,360
"OJAI","EDDI","2025-09-15T22:38:00Z","2025-09-16T03:20:00Z",340,0,340
"EBCI","SKBO","2025-09-15T14:18:00Z","2025-09-16T03:23:00Z",300,0,300
"LKPR","EBCI","2025-09-16T01:31:00Z","2025-09-16T03:24:00Z",300,0,300
"OMDB","EBCI","2025-09-15T19:55:00Z","2025-09-16T03:24:00Z",340,0,340
"SLLP","SEQM","2025-09-15T23:47:00Z","2025-09-16T03:24:00Z",320,0,320
"LATI","OERK","2025-09-15T22:29:00Z","2025-09-16T03:25:00Z",340,0,340
"SPIM","SKBO","2025-09-15T23:09:00Z","2025-09-16T03:25:00Z",340,0,340
"OPKC","UBBB","2025-09-15T22:26:00Z","2025-09-16T03:26:00Z",320,0,320
"VIDP","OERK","2025-09-15T22:31:00Z","2025-09-16T03:26:00Z",320,0,320
"EDDI","EKCH","2025-09-16T01:02:00Z","2025-09-16T03:27:00Z",300,0,300
"LATI","EBCI","2025-09-16T00:32:00Z","2025-09-16T03:27:00Z",360,0,360
"OMDB","OYSN","2025-09-15T23:27:00Z","2025-09-16T03:27:00Z",340,0,340
"EHAM","EDDI","2025-09-16T01:43:00Z","2025-09-16T03:29:00Z",300,0,300
"LATI","SBBR","2025-09-15T14:55:00Z","2025-09-16T03:29:00Z",320,0,320
"VIDP","OOMS","2025-09-15T23:00:00Z","2025-09-16T03:29:00Z",340,0,340
"EHAM","UBBB","2025-09-15T21:49:00Z","2025-09-16T03:30:00Z",360,0,360
"OOMS","LOWW","2025-09-15T20:43:00Z","2025-09-16T03:32:00Z",340,0,340
"SLLP","SUAA","2025-09-15T23:36:00Z","2025-09-16T03:32:00Z",300,0,300
"OOMS","LBSF","2025-09-15T21:43:00Z","2025-09-16T03:34:00Z",300,0,300
"SABE","SUAA","2025-09-16T01:21:00Z","2025-09-16T03:34:00Z",320,0,320
"SCEL","SGAS","2025-09-16T00:38:00Z","2025-09-16T03:34:00Z",360,0,360
"UBBB","LBSF","2025-09-15T23:43:00Z","2025-09-16T03:34:00Z",320,0,320
"SVMI","SPIM","2025-09-15T22:09:00Z","2025-09-16T03:35:00Z",320,0,320
"EDDI","OSDI","2025-09-15T22:05:00Z","2025-09-16T03:36:00Z",300,0,300
"OYSN","EKCH","2025-09-15T19:02:00Z","2025-09-16T03:36:00Z",300,0,300
"VIDP","LKPR","2025-09-15T18:21:00Z","2025-09-16T03:36:00Z",320,0,320
"LDZA","OMDB","2025-09-15T20:25:00Z","2025-09-16T03:37:00Z",320,0,320
"OYSN","EDDI","2025-09-15T19:24:00Z","2025-09-16T03:37:00Z",360,0,360
"EDDI","UBBB","2025-09-15T22:44:00Z","2025-09-16T03:38:00Z",360,0,360
"SEQM","EBCI","2025-09-15T14:46:00Z","2025-09-16T03:38:00Z",320,0,320
"SEQM","SLLP","2025-09-15T23:01:00Z","2025-09-16T03:38:00Z",320,0,320
"EKCH","EHAM","2025-09-16T01:53:00Z","2025-09-16T03:40:00Z",360,0,360
"EBCI","OMDB","2025-09-15T19:12:00Z","2025-09-16T03:41:00Z",360,0,360
"SKBO","SVMI","2025-09-16T00:18:00Z","2025-09-16T03:41:00Z",360,0,360
"EDDI","UMMS","2025-09-16T00:27:00Z","2025-09-16T03:43:00Z",300,0,300
"SCEL","SVMI","2025-09-15T19:42:00Z","2025-09-16T03:44:00Z",300,0,300
"EDDI","EBCI","2025-09-16T01:55:00Z","2025-09-16T03:45:00Z",300,0,300
"LATI","OPKC","2025-09-15T19:42:00Z","2025-09-16T03:45:00Z",320,0,320
"LDZA","OOMS","2025-09-15T20:05:00Z","2025-09-16T03:45:00Z",300,0,300
"EDDI","VIDP","2025-09-15T18:25:00Z","2025-09-16T03:46:00Z",340,0,340
"LDZA","EHAM","2025-09-16T00:18:00Z","2025-09-16T03:46:00Z",340,0,340
"LATI","OJAI","2025-09-15T23:31:00Z","2025-09-16T03:47:00Z",300,0,300
"LDZA","LOWW","2025-09-16T01:23:00Z","2025-09-16T03:48:00Z",340,0,340
"EBCI","OOMS","2025-09-15T19:54:00Z","2025-09-16T03:51:00Z",300,0,300
"SGAS","SEQM","2025-09-15T21:22:00Z","2025-09-16T03:52:00Z",320,0,320
"EKCH","SVMI","2025-09-15T15:24:00Z","2025-09-16T03:53:00Z",300,0,300
"LOWW","OPKC","2025-09-15T19:22:00Z","2025-09-16T03:53:00Z",320,0,320
"SBBR","SUAA","2025-09-15T23:00:00Z","2025-09-16T03:53:00Z",340,0,340
"EHAM","EKCH","2025-09-16T01:08:00Z","2025-09-16T03:55:00Z",340,0,340
"LBSF","OJAI","2025-09-15T23:53:00Z","2025-09-16T03:55:00Z",360,0,360
"EHAM","SVMI","2025-09-15T16:11:00Z","2025-09-16T03:57:00Z",320,0,320
"EBCI","EKCH","2025-09-16T01:00:00Z","2025-09-16T03:58:00Z",300,0,300
"LKPR","LDZA","2025-09-16T01:15:00Z","2025-09-16T03:58:00Z",300,0,300
"VIDP","UMMS","2025-09-15T19:52:00Z","2025-09-16T03:58:00Z",320,0,320
"EBCI","LATI","2025-09-16T00:04:00Z","2025-09-16T03:59:00Z",300,0,300
"LKPR","LATI","2025-09-16T00:38:00Z","2025-09-16T03:59:00Z",300,0,300
"UBBB","OYSN","2025-09-15T22:25:00Z","2025-09-16T03:59:00Z",320,0,320
"UMMS","EHAM","2025-09-15T23:57:00Z","2025-09-16T03:59:00Z",320,0,320
"LDZA","EKCH","2025-09-16T01:34:00Z","2025-09-16T04:00:00Z",320,0,320
"OOMS","OAKB","2025-09-16T00:58:00Z","2025-09-16T04:00:00Z",300,0,300
"SABE","SVMI","2025-09-15T20:46:00Z","2025-09-16T04:00:00Z",300,0,300
"OSDI","OERK","2025-09-16T01:17:00Z","2025-09-16T04:02:00Z",300,0,300
"EBCI","SVMI","2025-09-15T17:20:00Z","2025-09-16T04:03:00Z",360,0,360
"SGAS","EBCI","2025-09-15T14:08:00Z","2025-09-16T04:03:00Z",360,0,360
"SLLP","SBBR","2025-09-16T00:13:00Z","2025-09-16T04:03:00Z",320,0,320
"UMMS","OPKC","2025-09-15T21:17:00Z","2025-09-16T04:03:00Z",360,0,360
"SLLP","SKBO","2025-09-16T00:09:00Z","2025-09-16T04:04:00Z",300,0,300
"OYSN","VIDP","2025-09-15T22:27:00Z","2025-09-16T04:05:00Z",360,0,360
"SBBR","EBCI","2025-09-15T15:04:00Z","2025-09-16T04:06:00Z",300,0,300
"SBBR","SVMI","2025-09-15T22:45:00Z","2025-09-16T04:07:00Z",320,0,320
"UBBB","UMMS","2025-09-16T00:26:00Z","2025-09-16T04:12:00Z",300,0,300
"LATI","OSDI","2025-09-16T00:02:00Z","2025-09-16T04:13:00Z",360,0,360
"OSDI","EKCH","2025-09-15T23:21:00Z","2025-09-16T04:13:00Z",340,0,340
"OOMS","LKPR","2025-09-15T20:10:00Z","2025-09-16T04:15:00Z",320,0,320
"SEQM","LKPR","2025-09-15T14:29:00Z","2025-09-16T04:15:00Z",320,0,320
